Ville,Chanson,Artiste,complete_address,lat,lng,spotify
Paris,Paris n'a plus l'air de Paris ,Georges Chelon,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/4uhV9qiwjpDzzMTRCkhllH
Paris,Paris-New York New York-Paris ,Jacques Higelin,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/316ZY0rmqUp4iws5kYasTS
Paris,Paris Nights/New York Mornings ,Corinne Bailey Rae,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/531o4ChE6Uoj3J2VIGArbm
Paris,"Paris nous nourrit, Paris nous affame ",La Rumeur,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/3Xx53LGT6nG0qQXASoB2n0
Paris,Paris oct. 61 ,La Tordue,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/1XqMXTeyzJ9FlIqCjt3BR8
Paris,Paris Paris ,Chantal Goya,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/3Hmz3uOwyYHWDG671K8H2w
Paris,Paris Paris ,Gamine,"Paris, France",48.853536,2.348271,
Paris,Paris Paris… ,Isabelle Veltin,"Paris, France",48.853536,2.348271,
Paris,Paris Paris ,Benjamin Biolay,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/0OROi9Wt791RMFmyQaAHKX
Paris,"Paris, Paris ",TTC,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/26MWpquxD9NzR46FowDh6G
Paris,"Paris, Paris, Paris ",Joséphine Baker,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/3D3rB24YR9NJcvZcwYPj1I
Paris,"Paris, Paris, Paris ",Brigitte Bardot et Jeanne Moreau,"Paris, France",48.853536,2.348271,
Paris,"Paris, Paris, Paris ",Les Garçons bouchers,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/31HcogrsV3oiKms4MvrHhg
Paris,Paris Parisse ,Doris Marnier ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/2D0ASJtDdSXZ7gZHJpcAj8
Paris,Paris plage ,Philippe Jakko,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/5bl3Bk9AXgdt5kH7QLxXgN
Paris,Paris-problèmes ,Mireille Mathieu,"Paris, France",48.853536,2.348271,
Paris,Paris rombière ,Marcel Amont,"Paris, France",48.853536,2.348271,
Paris,Paris s'en va ,Charles Colmance ,"Paris, France",48.853536,2.348271,
Paris,Paris sera toujours Paris ,Maurice Chevalier ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/4YpmjnVzUfbPfbDguayy22
Paris,Paris s'éveille ,Jean Tranchant ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/6wpBWsWt5UkuEgelxy7EzZ
Paris,Paris-Seychelles ,Julien Doré,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/4xSZWcXvu6w4I3dQyQ7QND
Paris,Paris sous la pluie ,Guylain Demanet,"Paris, France",48.853536,2.348271,
Paris,Paris sous la pluie ,Alain Kan,"Paris, France",48.853536,2.348271,
Paris,Paris sous la pluie ,Hélène Scrive,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/4dOsDoIj16pYiAp2VOeyDL
Paris,Paris sous les bombes ,Suprême NTM,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/0t4J6vsfIb5wtYcSdht9yy
Paris,Paris souvenirs ,Annie Fratellini,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/2CWyqT6LiuDQTxS4ESAgrS
Paris,Paris spleen ,Léo Ferré,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/6yFz1zK8cN6FKglHYYMoS5
Paris,Paris sur sable ,Michel Delpech ,"Paris, France",48.853536,2.348271,
Paris,Paris-sur-Seine ,Catherine Sauvage,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/7lJeUAvEKVBP04cobNti8F
Paris,Paris-taxis ,Colette Mars ,"Paris, France",48.853536,2.348271,
Paris,"Paris, terre mouillée ",Gribouille,"Paris, France",48.853536,2.348271,
Paris,Paris t'es belle ,Mickey D,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/1coe3h3fuRfNQE39iIUAxS
Paris,Paris t'es grise ,Jeanne Garraud,"Paris, France",48.853536,2.348271,
Paris,"Paris, Tokyo ",Lupe Fiasco,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/2dXME00xUY1CRcMZsM3Y4q
Paris,Paris tour Eiffel ,Jean-Fred Mélé ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/2dveZttYqkIjcpJPRPFwFY
Paris,Paris tu m'as pris dans tes bras ,Enrico Macias,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/5Wdi1JVh2UfmGoBrwi6fEX
Paris,Paris tu n'as pas changé ,Jean Sablon,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/0duG77kBIHZk36ChJAaWgR
Paris,Paris tu pues ,Richard Gotainer,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/5q4l9NOx4r7bEtRqMJCOLK
Paris,Paris violon ,Michel Legrand,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/7vyLcn7EFlDnjKZkT0dYBO
Paris,"Paris, voici Paris ",Tino Rossi,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/0u3cee1nyKBue5uPHLhoWm
Paris,Parisette ,Mistinguett,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/6abpDdb0cewCAta5z1ul5q
Paris,La Parisienne ,Georges Chelon,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/0ac6KXVmT9SLYzSDDRl5xY
Paris,La Parisienne ,Marie-Paule Belle,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/1Eg6Q5KlzU6ZHqyM9USX3Q
Paris,"La Parisienne, y'a qu'ça ! ",Fragson ,"Paris, France",48.853536,2.348271,
Paris,Les Parisiennes ,Les Parisiennes,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/4Xt6do7xmBqVEs1G6vkPlh
Paris,Les Parisiens ,Léo Ferré ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/08SU8VnJBPT1lzdGJhUZeh
Paris,Parisiens dormez ,Robert Ripa,"Paris, France",48.853536,2.348271,
Paris,Passant par Paris ,Les Ménestrels de l'Abbaye ,"Paris, France",48.853536,2.348271,
Paris,Pique-nique à Paris ,Jacques Fabbri ,"Paris, France",48.853536,2.348271,
Paris,Les Plaisirs de Paris ,Les Parisiennes et Claude Bolling,"Paris, France",48.853536,2.348271,
Paris,Pluie sur Paris ,Jean-Pierre Suc,"Paris, France",48.853536,2.348271,
Paris,Pluie sur Paris ,Anne Vanderlove,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/3US3opC5Lx2H4CKMFkjJfQ
Paris,Pluie sur Paris ,Roger Varnay,"Paris, France",48.853536,2.348271,
Paris,Les poètes ont quitté Paris ,Arnaud Fleurent-Didier,"Paris, France",48.853536,2.348271,
Paris,Les prénoms de Paris ,Jacques Brel,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/2WVW1YahOFWYHQ9xHqWQ5W
Paris,Prière du vieux Paris ,Jean Ferrat ,"Paris, France",48.853536,2.348271,
Paris,Printemps à Paris ,Michel Lucky,"Paris, France",48.853536,2.348271,
Paris,Le printemps à Paris ,Jacqueline Dulac,"Paris, France",48.853536,2.348271,
Paris,Printemps de Paris ,Danielle Darrieux,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/73VzSPRRZ9EivKcgqM6DR5
Paris,Printemps de Paris ,Magali Bonfils Lisbeth Guldbaek et Isabelle FleurNote ,"Paris, France",48.853536,2.348271,
Paris,Le printemps de Paris ,Paulette Rollin ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/5MfUkmJDA8HLL2DwNT5D5Y
Paris,Province-Paris ,Les Garçons bouchers,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/31HcogrsV3oiKms4MvrHhg
Paris,Quais de Paris ,Suzy Solidor,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/6RTJmxHIrfo7Aa6CZiCBoy
Paris,Quand on s'aime à Paris ,Henri Salvador,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/1OllV6iClorTq59gVnJGeO
Paris,Qu'est-ce que tu viens faire à Paris ,Gino Palatino,"Paris, France",48.853536,2.348271,
Paris,Quitte Paris ,Emma Liebel ,"Paris, France",48.853536,2.348271,
Paris,Retour à Paris ,BristolNote ,"Paris, France",48.853536,2.348271,
Paris,Le Retour à Paris ,Guy Ghozland,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/3aJw3uEYfkI1cswVMPMuIN
Paris,Retour à Paris ,Charles Trenet,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/7iyKtqL2Oz6naYuWuWmIRI
Paris,Le rock de Paris ,Moustache,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/5wWeVk1MUlFijnN3XoBMo9
Paris,La Romance de Paris ,Charles Trenet,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/2c2Ttt7IFCLBfNMJSJa5hH
Paris,Les Rues de Paris ,Mouloudji,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/26uyypOhQx1gq5lbTt1847
Paris,Les Rues de Paris ,Léon Noël,"Paris, France",48.853536,2.348271,
Paris,Les Rues de Paris ,Jean-Jacques Debout,"Paris, France",48.853536,2.348271,
Paris,Les Rues de Paris ,Marc Robine,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/77Uz0fQoZwn0dshNddR5X1
Paris,Les Rues de Paris ,Pierre Margot,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/383CbAybtpjmzC5A074Iy4
Paris,Les Ruines de Paris ,Gustave NadaudNote  Philippe Meyer ,"Paris, France",48.853536,2.348271,
Paris,La Samba de Paris ,Jacques Hélian et son orchestre ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/6nxmrue4Tm6zuhcTAVEsNX
Paris,Si tu revois Paris ,Alibert,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/5ipJL5eS4UfGy4nCcAYxsF
Paris,Si tu savais Paris ,Gribouille,"Paris, France",48.853536,2.348271,
Paris,Si tu vas à Paris ,Charles Trenet,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/0WYNxfmeHtYss2iUaiEDCJ
Paris,Soirs de Paris ,Berthe Sylva,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/31wUX7z9saS7GQAwWyTalt
Paris,Sous le ciel de Paris ,Jean Bretonnière ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/2eoYPyA1PhQ3t1FiN1RyC8
Paris,Sous les pieds de Paris ,Hamou Cheheb,"Paris, France",48.853536,2.348271,
Paris,Sous les toits de Paris ,Albert Préjean ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/0epAhRcVzWU94kfMnyMdvn
Paris,Souvenirs de Paris ,Dimitri from Paris,"Paris, France",48.853536,2.348271,
Paris,Sur les pavés de Paris ,Léo Marjane,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/1lLOaaFVrCot7L2n0jkMDr
Paris,Sur les quais du vieux Paris ,Lucienne Delyle ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/0VVyenje7pMxilWNiIZvQZ
Paris,Ta gueule Paris ,Philippe Clay,"Paris, France",48.853536,2.348271,
Paris,Tableau de Paris à cinq heures du matin ,Renée JanNote  Marc et André ,"Paris, France",48.853536,2.348271,
Paris,Tant pis pour Paris ,Henri Salvador,"Paris, France",48.853536,2.348271,
Paris,Titi de Paris ,Léo Ferré,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/1fSZ4yoD1lAef6661lBiA4
Paris,To Paris with Love ,Donna Summer,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/5MifpfJewfHQcpqpCeDxKp
Paris,Toi Paris tu m'as pris dans tes bras et j'ai eu du pot de m'en sortir ,Gilles Servat,"Paris, France",48.853536,2.348271,
Paris,Twist de Paris ,Les Pirates avec Dany Logan,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/6JpZFaZw3xZudJRyEODwlk
Paris,Un accordéon pour Paris ,Francesca Solleville,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/5yQMBF7jzalCaYVXLgLyZx
Paris,Un automne à Paris ,Louane et Ibrahim Maalouf,"Paris, France",48.853536,2.348271,
Paris,Un chapeau de Paris ,Léo Marjane ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/6S9OD6PuEq7hcwDyO2JoeK
Paris,Un enfant quitte Paris ,Jean Ferrat ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/5bMVNll2tlMKhzSNrmxMTg
Paris,Un gamin de Paris ,Mick Micheyl ,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/4HR5G7riZDUAAzkPqEW3gn
Paris,Une femme dans Paris ,Caterina Valente,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/4W1EsksUd1eGy8F7sbsTyA
Paris,Une femme de Paris ,Luis Mariano,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/0KaxhMF0K5iZISrc4gCa51
Paris,Une journée de Paris ,Gilles et Urfer ,"Paris, France",48.853536,2.348271,
Paris,Une nuit à Paris ,cc,"Paris, France",48.853536,2.348271,
Paris,Une nuit à Paris ,France Gall,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/2sAGjKhkoJ94OIoTSczicC
Paris,Une Parisienne à Panama ,Yvette Giraud,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/73tdxrDzkhlzrg2k0k7M6B
Paris,Une rose de Paris ,Nana Mouskouri,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/0HnR2IT1iuLcBMZRCaNiV7
Paris,Vacances à Paris ,Francis Lemarque,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/2lOlb93DwQHLNOEyif4cYW
Paris,La Valse de Paris ,Édith Piaf et Georges Tabet,"Paris, France",48.853536,2.348271,
Paris,La Valse de Paris ,Guy Thomas,"Paris, France",48.853536,2.348271,https://open.spotify.com/track/7EqhMVyjFsmIcxWoVgJyKh
Paris,La Valse de Paris ,La Gargote,"Paris, France",48.853536,2.348271,
Paris,Voulez-vous ouyr les cris de Paris ,Dominique Visse et l'ensemble Clément-Janequin ,"Paris, France",48.853536,2.348271,
Abidjan,Abidjan,Sapho,"Abidjan,Côte d'Ivoire",5.3599517,-4.0082563,https://open.spotify.com/track/4T8nkFqmdCoUhVDmidpCY5
Acapulco,Acapulco,Luis Mariano,"Acapulco,Guerrero,Mexico",16.8531086,-99.8236533,https://open.spotify.com/track/2kNS80oWalkRbXgt3V5wu6
Acapulco,Acapulco gold,David McNeil,"Acapulco,Guerrero,Mexico",16.8531086,-99.8236533,https://open.spotify.com/track/1In4PEuh05oBe6Olkd6RQg
Adelaide,Adélaïde,Jacques Debronckart,"Adelaide SA,Australia",-34.9284989,138.6007456,https://open.spotify.com/track/33YwgndUM9691p1OahFUau
Adelaide,Adélaïde,Isabelle Aubret,"Adelaide SA,Australia",-34.9284989,138.6007456,https://open.spotify.com/track/0fTuLwoYzHqNSSqNIgt5DW
Adelaide,Adélaïde,Babord Amures,"Adelaide SA,Australia",-34.9284989,138.6007456,https://open.spotify.com/track/1hjKkzslDtsYnTw9aSrRiC
Adelaide,Adélaïde,Claude Besson,"Adelaide SA,Australia",-34.9284989,138.6007456,
Adelaide,Adélaïde,Christian Camerlynck,"Adelaide SA,Australia",-34.9284989,138.6007456,https://open.spotify.com/track/5gplpdE3TOXxRcMZ4d27mQ
Adelaide,Adélaïde,Les Frères Jacques,"Adelaide SA,Australia",-34.9284989,138.6007456,https://open.spotify.com/track/3ztgR8mpeAd0GUMrMFIarj
Adelaide,Adélaïde,Yvette Giraud,"Adelaide SA,Australia",-34.9284989,138.6007456,
Adelaide,Adélaïde,Françoise Kucheida,"Adelaide SA,Australia",-34.9284989,138.6007456,https://open.spotify.com/track/55MdPx02gxUcrgqQL1W9JO
Adelaide,Adélaïde,Jean-Marie Vivier,"Adelaide SA,Australia",-34.9284989,138.6007456,
Ajaccio,Ajaccio,Tino Rossi1,"Ajaccio,France",41.919229,8.738635,
Alexandrie,Alexandrie,Georges Moustaki,"Alexandria,Alexandria Governorate,Egypt",31.2000924,29.9187387,https://open.spotify.com/track/5p8Kwy9eP417D3XYuPrpCv
Alexandrie,Alexandrie Alexandra,Claude François2,"Alexandria,Alexandria Governorate,Egypt",31.2000924,29.9187387,
Amiens,Amiens c'est aussi le tien,Les Fatals Picards,"Amiens,France",49.894067,2.295753,
"Amos,Canada",Entre Amos et Amsterdam,les Innocents,"Amos,QC,Canada",48.5650196,-78.1125205,https://open.spotify.com/track/4ErIqkW22N0oZq0jqOc37p
Amsterdam,À Amsterdam,Guy Béart,"Amsterdam,Netherlands",52.3675734,4.9041389,https://open.spotify.com/track/1c2UXmNNTMQuBD65xVBoL4
Amsterdam,Entre Amos et Amsterdam,Les Innocents,"Amsterdam,Netherlands",52.3675734,4.9041389,https://open.spotify.com/track/4ErIqkW22N0oZq0jqOc37p
Amsterdam,Ilôt Amsterdam,Parabellum,"Amsterdam,Netherlands",52.3675734,4.9041389,https://open.spotify.com/track/6hWgYiiafHmpFFSTDnb1eD
Amsterdam,La Fille d'Amsterdam,Irène Deneuville,"Amsterdam,Netherlands",52.3675734,4.9041389,
Amsterdam,La Polka d'Amsterdam,Anny Flore,"Amsterdam,Netherlands",52.3675734,4.9041389,
Amsterdam,L'accordéon qui joue dans Amsterdam,Michel Boutet,"Amsterdam,Netherlands",52.3675734,4.9041389,
Amsterdam,Le père Noël ne va jamais à Amsterdam,Michel Ypar,"Amsterdam,Netherlands",52.3675734,4.9041389,
Amsterdam,Les Oiseaux d'Amsterdam,Jacqueline Dulac,"Amsterdam,Netherlands",52.3675734,4.9041389,https://open.spotify.com/track/4OGWsqLPbbn7azZPjlLyGo
Amsterdam,Les Vélos d'Amsterdam,Vincent Baguian,"Amsterdam,Netherlands",52.3675734,4.9041389,https://open.spotify.com/track/6Q2cgPlaMY2tvCUjwV5CRQ
Amsterdam,Partir à Amsterdam,Jacqueline Taïeb,"Amsterdam,Netherlands",52.3675734,4.9041389,
Amsterdam,Petit nuage sur Amsterdam,Maxime Le Forestier,"Amsterdam,Netherlands",52.3675734,4.9041389,https://open.spotify.com/track/1lSQS3nl93nYKZ01ua56E3
Amsterdam,Portrait d'Amsterdam,Bertrand Gosselin,"Amsterdam,Netherlands",52.3675734,4.9041389,
Amsterdam,Rue d'Amsterdam,Véronique Pestel,"Amsterdam,Netherlands",52.3675734,4.9041389,
Amsterdam,Sur la route d'Amsterdam,Oxmo Puccino,"Amsterdam,Netherlands",52.3675734,4.9041389,https://open.spotify.com/track/03yUZQ6Nrjv3B4CaGBowOU
Amsterdam,Vision d'Amsterdam,Graziella de Michele,"Amsterdam,Netherlands",52.3675734,4.9041389,
Angouleme,Rendez-vous en gare dAngoulême,Jacques Higelin,"Angoulême,France",45.648377,0.1562369,https://open.spotify.com/track/1EN41mJzb2Dn80XY68sOtv
Armentieres,Mademoiselle from Armentières,Line Renaud,"59280 Armentières,France",50.691652,2.884218,https://open.spotify.com/track/65sz6QmEwQYIYS4PxUyj68
Athenes,Ruiné comme Athènes,Soviet Suprem,"Athens,Greece",37.9838096,23.7275388,https://open.spotify.com/track/7423V1xL9thygCZc0rUFNy
Avignon,Il était un prince en Avignon,Esther Ofarim,"Avignon,France",43.94931700000001,4.805528,
Avignon,Sur le pont d'Avignon,chanson traditionnelle,"Avignon,France",43.94931700000001,4.805528,
Babylone,Femme de Babylone,Valérie Lagrange,,,,
Babylone,Les Bars de Babylone,David McNeil,"Avignon,France",43.94931700000001,4.805528,https://open.spotify.com/track/34iJaq5LiaAHYsPyl1qqAX
Bagdad,Je m'appelle Bagdad,Tina Arena,"Baghdad,Iraq",33.315241,44.3660671,https://open.spotify.com/track/67HVYTs46uyQKdDRuv0P5l
Bangkok,De Shanghai à Bangkok,Barbara,"Bangkok,Thailand",13.7563309,100.5017651,https://open.spotify.com/track/1VNmg5sl7D9mCD1wfD7OMK
Barcelone,À Barcelone,Robert Ripa,"Barcelona,Spain",41.3850639,2.1734035,
Barcelone,Alone à Barcelone,Emmanuelle Seigner,"Barcelona,Spain",41.3850639,2.1734035,https://open.spotify.com/track/1whNTa5au0LI8sGYFRSjZF
Barcelone,Entre Lyon et Barcelone,Nilda Fernandez,"Barcelona,Spain",41.3850639,2.1734035,https://open.spotify.com/track/7tngn6GuxsGDzdjID84ygZ
Barcelone,Je n'ai plus de mots de Barcelone,Stéphane Mondino,"Barcelona,Spain",41.3850639,2.1734035,https://open.spotify.com/track/4IyHPADXfTMqfOO1bcKshk
Barcelone,La fête à Barcelone,André Dassary,"Barcelona,Spain",41.3850639,2.1734035,https://open.spotify.com/track/1WH0KUDol7TfwBAaiIEQtq
Barcelone,La Barcelone,Juliette,"Barcelona,Spain",41.3850639,2.1734035,https://open.spotify.com/track/7MC9lIGp3fG60tE802cpnQ
Barcelone,Les cigarières de Barcelone,Lily Fayol,"Barcelona,Spain",41.3850639,2.1734035,https://open.spotify.com/track/4rzG8ETmFQOgMx0zgpnqNV
Barcelone,Les cigarières de Barcelone,Tino Rossi,"Barcelona,Spain",41.3850639,2.1734035,https://open.spotify.com/track/2Z32fBR3rEM7skMgD47MWC
Belgrade,Septembre en attendant (Un jour à Belgrade),Noir Désir,"Belgrade,Serbia",44.786568,20.4489216,https://open.spotify.com/track/4tyDSQMuoxsHeA36wgRx5y
Berlin,L'Homme de Berlin,"Francis Lai,Michèle Vendôme ","Berlin,Germany",52.52000659999999,13.404954,
Berlin,L'Homme de Berlin,Édith Piaf,"Berlin,Germany",52.52000659999999,13.404954,https://open.spotify.com/track/3R62QkFM8Mde4TMriPy4Lw
Boulogne,Le King de Boulogne,Zoxea,"62200 Boulogne-sur-Mer,France",50.725231,1.613334,
Brasilia,Rendez-vous à Brasilia,Charles Aznavour,"Brasilia - Federal District,Brazil",-15.826691,-47.92182039999999,https://open.spotify.com/track/3jOsLsBsHBnrWQoI6atZgS
Bratislava,À Bratislava,Alice Dona,"Bratislava,Slovakia",48.1485965,17.1077478,
Brest,Le Télégramme de Brest,les Wampas,"Brest,France",48.390394,-4.486076,https://open.spotify.com/track/5zwpm5Vl0ATrVuhwv95Ztg
Bristol,Sarah Bristol,Dominique A,"Bristol,UK",51.454513,-2.58791,https://open.spotify.com/track/1x3LJ95eHPOAmIG46yEu6h
Bruxelles,Allez reviens Bruxelles,Élisa Point,"Brussels,Belgium",50.8503396,4.3517103,
Bruxelles,Elle est de Bruxelles,Philippe Clay,"Brussels,Belgium",50.8503396,4.3517103,
Bruxelles,Il pleut sur Bruxelles,Dalida,"Brussels,Belgium",50.8503396,4.3517103,https://open.spotify.com/track/7KoZb80X9moHIIscOfLyO2
Bruxelles,Le solo de Bruxelles,Francis Bebey,"Brussels,Belgium",50.8503396,4.3517103,
Bruxelles,Les frites de Bruxelles,Edouardo,"Brussels,Belgium",50.8503396,4.3517103,https://open.spotify.com/track/4V6UHJMofWk2HTcNmAgZBY
Bruxelles,Paris-Bruxelles,David McNeil,"Brussels,Belgium",50.8503396,4.3517103,
Bruxelles,Polyglotte Bruxelles,Les Enfantastiques,"Brussels,Belgium",50.8503396,4.3517103,https://open.spotify.com/track/3JO5YhZ44holNUXhq167X1
Bruxelles,Quitter Bruxelles over the rainbow,Najoua Belyzel,"Brussels,Belgium",50.8503396,4.3517103,https://open.spotify.com/track/2Q6KLTUz9RGwPoxeH2t1cL
Bruxelles,Si tu viens un jour à Bruxelles,Marc Aryan,"Brussels,Belgium",50.8503396,4.3517103,
Buenos Aires,Faubourg de Buenos Aires,Michel Bühler,"Buenos Aires,Argentina",-34.6036844,-58.3815591,https://open.spotify.com/track/0XM7HfYX2exVv9w3gHBYyK
Buenos Aires,L'avion de Buenos Aires,Le Grand Jojo,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
"Bénarès,Inde",À Bénarès,Julos Beaucarne,"Varanasi,Uttar Pradesh,India",25.3176452,82.9739144,https://open.spotify.com/track/1vHC7qVZUG6D8HXJGO9GrW
Cabourg,La lune est rousse sur la baie de Cabourg,",Jean-Louis Murat","14390 Cabourg,France",49.28798099999999,-0.116292,https://open.spotify.com/track/7E63fMdit4ZpMcQYktSKli
Cadix,La Belle de Cadix,Luis Mariano,"Cádiz,Spain",36.5270612,-6.2885962,https://open.spotify.com/track/4DSypYYFgkZgYNNRyH2f49
"Calexico,Californie,États-Unis",Viva Calexico,Jean-Louis Murat,"Calexico,CA,USA",32.6789476,-115.4988834,https://open.spotify.com/track/4VF0xaWGB3XbO3jdHvxQFV
Capri,À Capri,Jen Roger,"Capri,Metropolitan City of Naples,Italy",40.5532009,14.222154,
Capri,De Venise à Capri,Frédéric François,"Capri,Metropolitan City of Naples,Italy",40.5532009,14.222154,https://open.spotify.com/track/3Xd2g4I1o7SXZoQ5f7grL9
Carcassonne,La Cité de Carcassonne,Charles Trenet,"11000 Carcassonne,France",43.2132151,2.3517703,https://open.spotify.com/track/4O0Z8WDXASnzRcRLj43UrI
Carouge,Les Tramways de Carouge,Michel Berger,"1227 Carouge,Switzerland",46.1829674,6.1378539,https://open.spotify.com/track/1gzsGLCg2CYgpjfCUG0oWm
Cavan,La Fille de Cavan,Renaud,"Cavan,Ireland",53.9897186,-7.3633319,https://open.spotify.com/track/4K9gNVvKwiwUaeA0J0XUYB
Cherbourg,Les Parapluies de Cherbourg,Nana Mouskouri,"Cherbourg-Octeville,Cherbourg-en-Cotentin,France",49.6337308,-1.622137,https://open.spotify.com/track/0VowHUdo74j9KnN6aWKeDm
Corfou,Roses blanches de Corfou,Tino Rossi,"Corfu,Greece",39.6242621,19.9216777,https://open.spotify.com/track/73lwMcTNFtbrsXxmr3u3eD
Corfou,Roses blanches de Corfou,Nana Mouskouri,"Corfu,Greece",39.6242621,19.9216777,https://open.spotify.com/track/0jV8XuoNJIV0lEpOQFj3dg
Courbevoie,So Far Away from Courbevoie,Gilbert Bécaud,"92400 Courbevoie,France",48.900552,2.25929,https://open.spotify.com/track/3oYl1lHQxZSNtBr3iTgWHE
Deauville,Deauville sans Trintignant,Vincent Delerm,"Deauville,France",49.353976,0.075122,https://open.spotify.com/track/4vzxkzxw1E3ZajVirgHuuc
Dijon,Dijon,Yves Jamait,"21000 Dijon,France",47.322047,5.04148,https://open.spotify.com/track/1SK8DGktfUqrUgtAOcwkXq
Dijon,Sur la route de Dijon,chanson traditionnelle,"21000 Dijon,France",47.322047,5.04148,
Dunkerque,Dunkerque,Indochine,"Dunkirk,France",51.0343684,2.3767763,https://open.spotify.com/track/3GOnSNacho7v2GXw4LSv0m
Edimbourg,Édimbourg,Les Wampas,"Edinburgh,UK",55.953252,-3.188267,https://open.spotify.com/track/2p0vcxZv0wrKdkaOGv4kXS
Edimbourg,Il a neigé sur Édimbourg,Claude Barzotti,"Edinburgh,UK",55.953252,-3.188267,https://open.spotify.com/track/3RiGixyTpswKvehdTCUzDZ
El Paso,8 jours à El Paso,Michel Sardou,"El Paso,TX,USA",31.7618778,-106.4850217,https://open.spotify.com/track/2sunuhrwcQQpvXKSXOoKGs
Etretat,Étretat,Pierre Bachelet,"Étretat,France",49.7070069,0.2055978,https://open.spotify.com/track/7B8DurX9OAr6IDry4bwbGb
Etretat,Étretat,Martine Clémenceau,"Étretat,France",49.7070069,0.2055978,
Etretat,Les Galets d'Étretat,Charles Aznavour,"Étretat,France",49.7070069,0.2055978,https://open.spotify.com/track/1ePOAtynEpGAPRGFgwaDyg
Etretat,L'été à Étretat,Georgette Plana,"Étretat,France",49.7070069,0.2055978,
Etretat,Un besoin d'Étretat,Thomas Verovski,"Étretat,France",49.7070069,0.2055978,https://open.spotify.com/track/6be8SzTHmjUa6mfdq6ZllW
